permit_type,permit_num,permit_class_mapped,permit_class,work_class,condominium,project_name,description,tcad_id,issued_date,calendar_year_issued,fiscal_year_issued,status_current,expires_date,completed_date,council_district,housing_units,number_of_floors,total_job_valuation,original_zip,jurisdiction,link,project_id,master_permit_num,contractor_company_name,contractor_phone,contractor_zip,applicant_organization,applicant_phone,certificate_of_occupancy,original_address_1
BP,2001-006984 BP,Residential,R- 101 Single Family Houses,New,No,5317 Spirea Cove,New One Story Res W/Att Garage Covered Porch & Uncovered Patio,0418361113,2001-05-24,2001,2001,Final,2001-10-23,2001-10-23,8,NA,1,"$100,000.00",78749,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=753236,753236,185812,Legacy Homes,5126104868,78759,NA,NA,Yes,5317 SPIREA CV
BP,2001-006540 BP,Residential,R- 101 Single Family Houses,New,No,11712 Gemmer St,New 2 Story Sf Residence,0334360309,2001-05-25,2001,2001,Final,2001-10-17,2001-10-17,2,NA,2,"$70,000.00",78617,AUSTIN LTD,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=682797,682797,186718,"Mainstreet Homes, LTD Main",5123278620,78735,NA,NA,Yes,11712 GEMMER ST
BP,2001-003218 BP,Residential,R- 101 Single Family Houses,New,No,4736 Norman Trl,New Sf Residence W/Attached Garage And Covered Porch,0422341231,2001-05-29,2001,2001,Final,2001-09-25,2001-09-25,8,NA,1,"$69,475.00",78749,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=682375,682375,186211,"Milburn, Bill",5123454663,78727,NA,NA,Yes,4736 NORMAN TRL
BP,2001-006740 BP,Residential,R- 101 Single Family Houses,New,No,1137 Don Ann St,New One Story Res W/Att Garage & Covered Porch,0206180718,2001-06-08,2001,2001,Final,2001-09-28,2001-09-28,3,NA,1,"$65,000.00",78721,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=682892,682892,186824,NA,5123854365,78744,NA,NA,Yes,1137 DON ANN ST
BP,2001-011032 BP,Residential,R- 101 Single Family Houses,New,No,6315 Salcon Cliff Dr,New One Story Res W/Att Garage & Covered Porch,0418400423,2001-06-29,2001,2001,Final,2002-01-22,2002-01-22,8,NA,1,"$129,500.00",78749,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683651,683651,187729,David Weekley Homes (MAIN),5128218885,78758,NA,NA,Yes,6315 SALCON CLIFF DR
BP,2001-010775 BP,Residential,R- 101 Single Family Houses,New,No,302 Bramble Dr,New Two Story Duplex  W/Att Garage & Covered Porch (Unit A & B),0416090719,2001-06-22,2001,2001,Final,2002-03-19,2002-03-19,2,NA,2,"$100,000.00",78745,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=748997,748997,187499,CMA Custom Homes,5127487803,78715,NA,NA,Yes,302 BRAMBLE DR
BP,2001-007169 BP,Residential,R- 101 Single Family Houses,New,No,6613 Tara Dr,Sf Residence W/Attached Garage & CovD Porch (S.M.A.R.T. Housing),0334031504,2001-06-01,2001,2001,Final,2001-10-25,2001-10-25,2,NA,2,"$68,565.00",78747,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683075,683075,187065,KB Home,5126518100,78750,NA,NA,Yes,6613 TARA DR
BP,2001-007581 BP,Residential,R- 101 Single Family Houses,New,No,2818 Salado St Unit B,Add 2 Story Second Residence (Garage Apt) W/ Covered Porch And Balcony To Lot W/ Existing Sf Residence.  Variance Granted For This Use 5/14/2001 # C15-01-056,0215020205,2001-06-04,2001,2001,Final,2002-05-03,2002-05-03,9,NA,1,NA,78705,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683269,683269,187266,NA,5123024060,78751,NA,NA,Yes,2818 SALADO ST UNIT B
BP,2001-003872 BP,Residential,R- 101 Single Family Houses,New,No,1900 Maize Bend Dr,New One Story Res W/Att Garage & Covered Porch,0266200809,2001-05-22,2001,2001,Final,2001-11-21,2001-11-21,7,NA,1,"$124,660.00",78727,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=682662,682662,186528,David Weekley Homes (MAIN),5128218885,78758,NA,NA,Yes,1900 MAIZE BEND DR
BP,2001-003892 BP,Residential,R- 101 Single Family Houses,New,No,9400 La Puente Cove,New Two Story Res W/Att Garage & Covered Porch & Uncovered Patio,0418400407,2001-05-11,2001,2001,Final,2002-04-03,2002-04-03,8,NA,2,"$99,015.00",78749,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=682666,682666,186406,Newmark Homes LLC,5123455147,78734,NA,NA,Yes,9400 KISOBA TER
BP,2001-018476 BP,Residential,R- 101 Single Family Houses,New,No,14521 Mowsbury Dr,New Two Story Res W/Att Garage & Covered Porch,R402834,2001-05-16,2001,2001,Final,2001-10-29,2001-10-29,6,NA,2,"$65,380.00",78717,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=684789,684789,186559,"Milburn, Bill",5123454663,78727,NA,NA,Yes,14521 MOWSBURY DR
BP,2001-007739 BP,Residential,R- 101 Single Family Houses,New,No,4009 Vivas La,New Two Story Res W/Att Garage & Covered Porch,0103280212,2001-05-17,2001,2001,Final,2002-01-23,2002-01-23,8,NA,2,"$265,000.00",78735,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683342,683342,186328,"Toll Brothers, Inc.",5123428850,78759,NA,NA,Yes,4009 VIVAS LN
BP,2001-010903 BP,Residential,R- 101 Single Family Houses,New,No,1133 Eleanor St,Sf Residence W/CovD Porch & An Access Ramp (S.M.A.R.T. Housing),0208210732,2001-06-21,2001,2001,Final,2001-10-29,2001-10-29,1,NA,1,"$86,000.00",78721,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683591,683591,187654,American Youthworks,5122366100,78701-3620,NA,NA,Yes,1133 ELEANOR ST
BP,2001-001296 BP,Residential,R- 101 Single Family Houses,New,No,5132 Bluestar Dr,New Two Story Res W/Att Garage Covered Patio & Porch,0422360506,2001-05-09,2001,2001,Final,2002-05-08,2002-05-08,8,NA,2,"$145,500.00",78739,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=682184,682184,185900,"Wilshire Homes, L.P.",5124853335,78759,NA,NA,Yes,5132 BLUESTAR DR
BP,2001-003259 BP,Residential,R- 101 Single Family Houses,New,No,6819 Finklea Cove,New Two Story Res W/Att Garage & Covered Patio,0141150102,2001-06-13,2001,2001,Final,2002-03-04,2002-03-04,10,NA,2,NA,78730,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=682394,682394,186240,"Harrington Custom Homes, INC.",5122002421,78750,NA,NA,Yes,6819 FINKLEA CV
BP,2001-010776 BP,Residential,R- 101 Single Family Houses,New,No,5308 Tamango Wy,New One Story Res W/Att Garage Porch & Uncovered Patio,0418361103,2001-06-14,2001,2001,Final,2001-11-20,2001-11-20,8,NA,1,"$100,000.00",78749,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683538,683538,187418,Legacy Homes,5126104868,78759,NA,NA,Yes,5308 TAMANGO WAY
BP,2001-015627 BP,Residential,R- 101 Single Family Houses,New,No,910 Catalpa St,Sf Residence W/CovD Porch & UncovD Patio (S.M.A.R.T. Housing),0208060510,2001-05-24,2001,2001,Final,2002-03-08,2002-03-08,1,NA,1,"$59,000.00",78702,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=687270,687270,186823,The Trinity Company,5129233067,NA,NA,NA,Yes,910 CATALPA ST
BP,2001-010366 BP,Residential,R- 101 Single Family Houses,New,No,5904 Krinan Ct,New Two Story Res W/Att Garage Covered Patio & Porch,0243430217,2001-06-12,2001,2001,Final,2002-01-29,2002-01-29,1,NA,2,"$80,975.00",78754,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683373,683373,187308,Centex Homes,5127950170,78727,NA,NA,Yes,5904 KRINAN CT
BP,2001-007716 BP,Residential,R- 101 Single Family Houses,New,No,14421 Mowsbury Dr,New Two Story Res W/Att Garage Covered Patio & Porch,R402826,2001-06-14,2001,2001,Final,2001-11-29,2001-11-29,6,NA,2,"$70,000.00",78717,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683328,683328,187350,"Milburn, Bill",5123454663,78727,NA,NA,Yes,14421 MOWSBURY DR
BP,2001-011006 BP,Residential,R- 101 Single Family Houses,New,No,14312 Mowsbury Dr,New One Story Res W/Att Garage Covered Patio & Porch,R403014,2001-06-22,2001,2001,Final,2001-12-03,2001-12-03,6,NA,1,"$45,430.00",78717,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=755470,755470,187705,"Milburn, Bill",5123454663,78727,NA,NA,Yes,14312 MOWSBURY DR
BP,2001-007131 BP,Residential,R- 101 Single Family Houses,New,No,13528 Will Rogers La,New Two Story Res W/Att Garage & Covered Porch,0266200963,2001-05-29,2001,2001,Final,2001-11-15,2001-11-15,7,NA,2,"$90,685.00",78727,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683054,683054,186561,Newmark Homes LLC,5123455147,78734,NA,NA,Yes,13528 WILL ROGERS LN
BP,2001-007204 BP,Residential,R- 101 Single Family Houses,New,No,9425 Hopeland Dr,New Two Story Res W/Att Garage Covered Patio & Porch,0418401032,2001-06-04,2001,2001,Final,2001-12-13,2001-12-13,8,NA,2,"$144,848.00",78749,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683093,683093,187083,Capital Pacific Homes Inc.,5123208888,78738,NA,NA,Yes,9425 HOPELAND DR
BP,2001-011426 BP,Residential,R- 101 Single Family Houses,New,No,6803 Poncha Pass,New 1sty Residence W.Att Garage  W Cvd Patio Uncv Patio,0410381609,2001-05-25,2001,2001,Final,2002-04-17,2001-10-24,8,NA,1,"$100,500.00",78749,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683846,683846,186815,David Weekley Homes (MAIN),5128218885,78758,NA,NA,Yes,6803 PONCHA PASS
BP,2001-003621 BP,Residential,R- 101 Single Family Houses,New,No,5509 Harold Ct,Sf Residence W/CovD Porch,0208210638,2001-05-16,2001,2001,Final,2002-04-16,2002-04-16,1,NA,1,"$65,000.00",78721,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=682560,682560,186388,American Youthworks,5122366100,78701-3620,NA,NA,Yes,5509 HAROLD CT
BP,2001-007051 BP,Residential,R- 101 Single Family Houses,New,No,5036 Bluestar Dr,New Two Story Res W/Att Garage & Porch & Uncovered Patio,0424360215,2001-05-24,2001,2001,Final,2001-11-30,2001-11-30,8,NA,2,"$152,000.00",78739,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683018,683018,186792,"Streetman Homes, Ltd LLP",5123299966,78746,NA,NA,Yes,5036 BLUESTAR DR
BP,2001-005350 BP,Residential,R- 101 Single Family Houses,New,No,8216 Phantom Canyon Dr,New Two Story Res W/Att Garage & Covered Porch,0164360127,2001-06-25,2001,2001,Final,2002-03-19,2002-03-19,10,NA,2,"$157,300.00",78726,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=686099,686099,187456,Chris Zwak,5122317700,78741,NA,NA,Yes,8216 PHANTOM CANYON DR
BP,2001-007613 BP,Residential,R- 101 Single Family Houses,New,No,10708 Trophy Cove,New One Story Res W/Att Garage Covered Patio & Porch,0438130312,2001-06-07,2001,2001,Final,2001-10-23,2001-10-23,5,NA,1,"$113,450.00",78748,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683290,683290,187301,Chris Zwak,5122317700,78741,NA,NA,Yes,10708 TROPHY CV
BP,2001-003686 BP,Residential,R- 101 Single Family Houses,New,No,9716 Llano Estacado La,New Two Story Res W/Att Breezeway & Garage,0158090120,2001-05-11,2001,2001,Final,2002-01-11,2002-01-11,6,NA,2,"$130,690.00",78759,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=682581,682581,186434,Newmark Homes LLC,5123455147,78734,NA,NA,Yes,9716 LLANO ESTACADO LN
BP,2001-007215 BP,Residential,R- 101 Single Family Houses,New,No,9529 Colebrook St,New Two Story Res W/Att Garage Covered Patio Porch & Balcony,0418401301,2001-06-04,2001,2001,Final,2001-12-19,2001-12-19,8,NA,2,"$144,848.00",78749,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683100,683100,187094,Capital Pacific Homes Inc.,5123208888,78738,NA,NA,Yes,9529 COLEBROOK ST
BP,2001-007755 BP,Residential,R- 101 Single Family Houses,New,No,7529 Marble Ridge Dr,Sf Residence W/Attached Garage & CovD Porch (S.M.A.R.T. Housing),0332032002,2001-06-08,2001,2001,Final,2001-10-30,2001-10-30,2,NA,2,"$67,550.00",78747,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683347,683347,187368,KB Home,5126518100,78750,NA,NA,Yes,7529 MARBLE RIDGE DR
BP,2001-010353 BP,Residential,R- 101 Single Family Houses,New,No,614 Pressler St,New Two Story Res W/Att Garage & Covered Porch,0108031158,2001-06-14,2001,2001,Final,2002-03-12,2002-03-12,9,NA,2,"$237,487.00",78703,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683365,683365,187387,The Muskin Company,5123710037,78759,NA,NA,Yes,614 PRESSLER ST
BP,2001-013057 BP,Residential,R- 101 Single Family Houses,New,No,5800 Brittlyn'S Ct,New Two Story Res W/Att Garage Covered Patio Porch & Balcony,0150300112,2001-05-11,2001,2001,Final,2001-09-28,2001-09-28,10,NA,2,"$156,015.00",78730,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=680519,680519,184598,Newmark Homes LLC,5123455147,78734,NA,NA,Yes,5800 BRITTLYNS CT
BP,2001-011016 BP,Residential,R- 101 Single Family Houses,New,No,14421 Lilley Brook  Cove,New Two Story Res W/Att Garage Covered Patio & Porch,R402848,2001-06-22,2001,2001,Final,2001-11-07,2001-11-07,6,NA,2,"$54,880.00",78717,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683640,683640,187712,"Milburn, Bill",5123454663,78727,NA,NA,Yes,14421 LILLEY BROOK CV
BP,2001-014175 BP,Residential,R- 101 Single Family Houses,New,No,8800 Colberg Dr,New Two Story Res W/Att Garage Covered Patio & Porch,0414400605,2001-06-29,2001,2001,Final,2001-12-20,2001-12-20,8,NA,2,"$220,000.00",78749,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683952,683952,187892,"Streetman Homes, Ltd LLP",5123299966,78746,NA,NA,Yes,8800 COLBERG DR
BP,2001-010532 BP,Residential,R- 101 Single Family Houses,New,No,5507 Hudson Hw,New One Story Res W/Att Garage Covered Patio & Porch,0154050164,2001-06-19,2001,2001,Final,2001-11-15,2001-11-15,10,NA,1,"$155,000.00",78759,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683452,683452,187475,Rjp Southern Comfort,5122523812,78691-125,NA,NA,Yes,5507 HUDSON HOLW
BP,2001-003605 BP,Residential,R- 101 Single Family Houses,New,No,7925 Castle Peak Trl,New Two Story Res W/Att Garage Wood Deck & Covered Porch,0164360705,2001-05-10,2001,2001,Final,2001-10-08,2001-10-08,10,NA,2,"$125,000.00",78726,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=682548,682548,186365,Chris Zwak,5122317700,78741,NA,NA,Yes,7925 CASTLE PEAK TRL
BP,2001-006751 BP,Residential,R- 101 Single Family Houses,New,No,14501 Templemore Cove,New One Story Res W/Att Garage Covered Porch & Uncovered Patio,R402917,2001-05-23,2001,2001,Final,2001-11-13,2001-11-13,6,NA,1,"$73,640.00",78717,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=682901,682901,186842,"Milburn, Bill",5123454663,78727,NA,NA,Yes,14501 TEMPLEMORE CV
BP,2001-009130 BP,Residential,R- 101 Single Family Houses,New,No,11000 Anderson Mill Rd Bldg C3,New Two Story Condo W/Att Garage Porch & Uncovered Patio (Unit A),0174210902,2001-06-22,2001,2001,Final,2002-08-14,2002-08-14,6,NA,2,"$185,000.00",78750,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=693202,693202,187649,"Wilshire Homes, L.P.",5124853335,78759,NA,NA,Yes,11000 ANDERSON MILL RD BLDG C3
BP,2001-010895 BP,Residential,R- 101 Single Family Houses,New,No,11000 Anderson Mill Rd Bldg D1,New Two Story Condo W/Att Garage Porch & Uncovered Patio (Unit A),0174210902,2001-06-22,2001,2001,Final,2002-10-11,2002-10-11,6,NA,2,"$194,000.00",78750,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683589,683589,187651,"Wilshire Homes, L.P.",5124853335,78759,NA,NA,Yes,11000 ANDERSON MILL RD BLDG D1
BP,2001-000937 BP,Residential,R- 101 Single Family Houses,New,No,5312 Mabry Ct,New Two Story Res W/Att Garage Covered Porch & Uncovered Patio,0418361218,2001-05-16,2001,2001,Final,2001-11-06,2001-11-06,8,NA,2,"$100,000.00",78749,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=682019,682019,185814,Legacy Homes,5126104868,78759,NA,NA,Yes,5312 MABRY CT
BP,2001-004080 BP,Residential,R- 101 Single Family Houses,New,No,5916 Speyside Dr,New Sf Residence,0243430108,2001-05-29,2001,2001,Final,2002-01-08,2002-01-08,1,NA,NA,"$66,975.00",78754,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=682746,682746,186661,Centex Homes,5127950170,78727,NA,NA,Yes,5916 SPEYSIDE DR
BP,2001-010668 BP,Residential,R- 101 Single Family Houses,New,No,9905 Brightling La,New Two Story Res W/Att Garage Covered Patio & Porch,0164190409,2001-06-19,2001,2001,Final,2002-01-07,2002-01-07,6,NA,2,"$241,770.00",78750,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683512,683512,187565,David Weekley Homes (MAIN),5128218885,78758,NA,NA,Yes,9905 BRIGHTLING LN
BP,2001-004001 BP,Residential,R- 101 Single Family Houses,New,No,7636 Marble Ridge Dr,Sf Residence W/Attached Garage & CovD Porch (S.M.A.R.T. Housing),0334060703,2001-05-17,2001,2001,Final,2001-10-08,2001-10-08,2,NA,2,"$67,410.00",78747,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=682717,682717,186605,KB Home,5126518100,78750,NA,NA,Yes,7636 MARBLE RIDGE DR
BP,2001-011346 BP,Residential,R- 101 Single Family Houses,New,No,10604 Lord Derby Dr,New One Story Res W/Att Garage Covered Patio & Porch,0436130207,2001-06-29,2001,2001,Final,2001-12-18,2001-12-18,5,NA,1,"$126,150.00",78748,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683790,683790,187886,Chris Zwak,5122317700,78741,NA,NA,Yes,10604 LORD DERBY DR
BP,2001-011477 BP,Residential,R- 101 Single Family Houses,New,No,4704 Norman Trl,Sf Residence W/Attached Garage CovD Porch & UncovD Patio,0422341719,2001-07-03,2001,2001,Final,2001-10-31,2001-10-31,8,NA,2,"$82,250.00",78749,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683862,683862,187950,"Milburn, Bill",5123454663,78727,NA,NA,Yes,4704 NORMAN TRL
BP,2001-003976 BP,Residential,R- 101 Single Family Houses,New,No,8230 Spicewood Springs Rd Bldg 6,New Two Story Res W/Att Garage Covered Patio & Porch,0164110808,2001-06-06,2001,2001,Final,2001-11-16,2001-11-16,6,NA,2,"$300,000.00",78759,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=682707,682707,186592,"Ash Creek Homes, Inc.",5123282122,78783,NA,NA,Yes,8230 SPICEWOOD SPRINGS RD BLDG 6
BP,2001-011174 BP,Residential,R- 101 Single Family Houses,New,No,5403 Loadstone Cove,New One Story Res W/Att Garage Covered Patio & Porch ( S.M.A.R.T. Housing),0215280723,2001-06-25,2001,2001,Final,2002-06-26,2002-06-26,1,NA,1,"$65,000.00",78724,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683712,683712,187794,Central Valley Homes,5128453969,78751,NA,NA,Yes,5403 LOADSTONE CV
BP,2001-007438 BP,Residential,R- 101 Single Family Houses,New,No,10708 Sycamore Hills Rd,New One Story Res W/Att Garage & Covered Porch,R402913,2001-06-07,2001,2001,Final,2001-10-24,2001-10-24,6,NA,1,"$69,475.00",78717,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683200,683200,187193,"Milburn, Bill",5123454663,78727,NA,NA,Yes,10708 SYCAMORE HILLS RD
BP,2001-003302 BP,Residential,R- 101 Single Family Houses,New,No,1300 Glencrest Dr,New Two Story Res W/Att Garage Breezeway Covered Porch & Patio,0225170421,2001-05-29,2001,2001,Final,2001-11-09,2001-11-09,4,NA,2,"$106,000.00",78723,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=682410,682410,186261,Silver Building Company,5124784747,78756,NA,NA,Yes,1300 GLENCREST DR
BP,2001-006744 BP,Residential,R- 101 Single Family Houses,New,No,1901 Stanley Av,New One Story Res W/Att Garage Covered Porch & Uncovered Patio,0415150608,2001-06-08,2001,2001,Final,2001-09-24,2001-09-24,5,NA,1,"$80,000.00",78745,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=682896,682896,186833,"Huitron Homes, Inc.",5123850528,78744,NA,NA,No,1901 STANLEY AVE
BP,2001-009069 BP,Residential,R- 101 Single Family Houses,New,No,6351 Tasajillo Trl,New One Story Res W/Att Garage & Covered Porch & Uncovered Patio,0422440946,2001-05-14,2001,2001,Final,2002-03-14,2002-03-14,8,NA,1,"$116,876.00",78739,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=689375,689375,186396,Meritage Homes Corp,5126104868,78759,NA,NA,Yes,6351 TASAJILLO TRL
BP,2001-003950 BP,Residential,R- 101 Single Family Houses,New,No,8409 Steamline Cir,New Two Story Res W/Att Garage Covered Porch & Stoop,0424151534,2001-05-16,2001,2001,Final,2001-10-08,2001-10-08,5,NA,2,"$69,370.00",78745,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=753230,753230,186574,KB Home,5126518100,78750,NA,NA,Yes,8409 STEAMLINE CIR
BP,2001-007760 BP,Residential,R- 101 Single Family Houses,New,No,10700 Natick La,New Two Story Res W/Att Garage Wood Decks & Covered Porches,0422440229,2001-06-14,2001,2001,Final,2001-09-24,2001-09-24,8,NA,2,"$105,035.00",78739,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683350,683350,187371,Newmark Homes LLC,5123455147,78734,NA,NA,Yes,10700 NATICK LN
BP,2001-007391 BP,Residential,R- 101 Single Family Houses,New,No,7508 Marble Ridge Dr,Sf Residence W/Attached Garage & CovD Porch (S.M.A.R.T. Housing),0332032211,2001-06-01,2001,2001,Final,2001-09-13,2001-09-13,2,NA,2,"$75,285.00",78747,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683175,683175,187077,KB Home,5126518100,78750,NA,NA,Yes,7508 MARBLE RIDGE DR
BP,2001-006591 BP,Residential,R- 101 Single Family Houses,New,No,5300 Korth Dr,New One Story Res W/Att Garage & Covered Porch,0418361204,2001-05-24,2001,2001,Final,2001-10-22,2001-10-22,8,NA,1,"$100,000.00",78749,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=682821,682821,186747,Legacy Homes,5126104868,78759,NA,NA,Yes,5300 KORTH DR
BP,2001-003509 BP,Residential,R- 101 Single Family Houses,New,No,1716 Sunterro Dr,New Two Story Res W/Att Garage & Covered Porch,0266201108,2001-05-09,2001,2001,Final,2001-10-29,2001-10-29,7,NA,2,"$121,270.00",78727,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=682497,682497,186326,David Weekley Homes (MAIN),5128218885,78758,NA,NA,No,1716 SUNTERRO DR
BP,2001-010866 BP,Residential,R- 101 Single Family Houses,New,No,11000 Anderson Mill Rd Bldg A1,New Two Story Res W/Att Garage & Porch (Unit A),0174210902,2001-06-22,2001,2001,Final,2001-12-28,2001-12-28,6,NA,2,"$170,000.00",78750,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683572,683572,187578,"Wilshire Homes, L.P.",5124853335,78759,NA,NA,Yes,11000 ANDERSON MILL RD BLDG A1
BP,2001-010414 BP,Residential,R- 101 Single Family Houses,New,No,10525 Hainsworth Park Dr,New Two Story Res W/Att Garage Covered Patio & Porch,R402819,2001-06-22,2001,2001,Final,2001-12-19,2001-12-19,6,NA,NA,"$70,000.00",78717,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683402,683402,187424,"Milburn, Bill",5123454663,78727,NA,NA,Yes,10525 HAINSWORTH PARK DR
BP,2001-010341 BP,Residential,R- 101 Single Family Houses,New,No,14617 Ballycastle Trl,New Two Story Res W/Att Garage Covered Patio & Portch,R402769,2001-06-14,2001,2001,Final,2002-02-01,2002-02-01,6,NA,2,"$90,000.00",78717,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683358,683358,187382,"Milburn, Bill",5123454663,78727,NA,NA,Yes,14617 BALLYCASTLE TRL
