permit_type,permit_num,permit_class_mapped,permit_class,work_class,condominium,project_name,description,tcad_id,issued_date,calendar_year_issued,fiscal_year_issued,status_current,expires_date,completed_date,council_district,housing_units,number_of_floors,total_job_valuation,original_zip,jurisdiction,link,project_id,master_permit_num,contractor_company_name,contractor_phone,contractor_zip,applicant_organization,applicant_phone,certificate_of_occupancy,original_address_1
BP,2004-014708 BP,Residential,R- 101 Single Family Houses,New,No,2006 SCHULLE AVE,New Two Story Res W/Att Covered Porch (Lsd C8i-04-0070),0117070802,2020-10-22,2020,2021,Final,2020-10-29,2020-10-29,10,NA,2,"$207,500.00",78703,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=708018,708018,235653,NA,5124681474,NA,NA,NA,Yes,2006 SCHULLE AVE
BP,2000-004850 BP,Residential,R- 101 Single Family Houses,New,No,515 E 49TH ST,New Two Story Res Watt Porch,0221081507,2019-12-11,2019,2020,Active,2022-03-01,2000-11-01,9,NA,2,"$200,000.00",78751,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=672390,672390,NA,Straightline Properties,5124541331,78756,NA,NA,Yes,515 E 49TH ST
BP,2000-007060 BP,Residential,R- 101 Single Family Houses,New,No,4621 STEED DR,New Two Story Res W/Att Garage Entry Porch & Patio,0422341702,2019-10-28,2019,2020,Final,2019-10-31,2019-10-31,8,NA,2,"$82,250.00",78749,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=678841,678841,182768,"Milburn, Bill",5123454663,78727,NA,NA,Yes,4621 STEED DR
BP,2000-006777 BP,Residential,R- 101 Single Family Houses,New,No,4813 CHESNEY RIDGE DR,New Two Story Res W/Att Garage Porch & Patio,0420341105,2019-11-12,2019,2020,Active,2022-03-01,2001-05-26,8,NA,2,"$101,185.00",78749,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=676007,676007,179386,"Milburn, Bill",5123454663,78727,NA,NA,Yes,4813 CHESNEY RIDGE DR
BP,2002-000904 BP,Residential,R- 101 Single Family Houses,New,No,1016 Merlene Dr,2-Story Sf Res. W/ Attached Garage Covered Porch.,0129550102,2002-02-22,2002,2002,Final,2003-02-28,2003-02-28,10,NA,2,"$220,000.00",78732,AUSTIN LTD,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=688548,688548,206235,NA,NA,NA,NA,NA,Yes,1016 MERLENE DR
BP,2001-010102 BP,Residential,R- 101 Single Family Houses,New,No,5910 BOLD RULER WAY,New Detached Pool House,0125190122,2016-10-06,2016,2017,Final,2016-10-27,2016-10-27,8,NA,NA,"$25,000.00",78746,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=680329,680329,NA,Kuykendall Homes,8308958588,78028,NA,NA,No,5910 BOLD RULER WAY
BP,2000-019000 BP,Residential,R- 101 Single Family Houses,New,No,5616 CLARION CV,Private Swimming Pool W/ReqD Enclosure Device / electrical permit required,0127150258,2016-08-15,2016,2016,Final,2017-03-31,2017-03-31,8,NA,NA,"$35,000.00",78746,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=671319,671319,NA,NA,512,78746,NA,NA,Yes,5616 CLARION CV
BP,2000-012749 BP,Residential,R- 101 Single Family Houses,New,No,5324 TORTUGA TRL,New Swimming Pool & Spa,0131090247,2016-01-20,2016,2016,Final,2016-12-14,2016-12-14,10,NA,NA,"$66,000.00",78731,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=673690,673690,NA,Austin Custom Pools,5122502050,78734,NA,NA,No,5324 TORTUGA TRL
BP,2000-010440 BP,Residential,R- 101 Single Family Houses,New,No,3108 WHEELER ST,New Underground Swimming Pool/Spa W/Required Enclosure Device Only  / electrical permit will be required,0216040902,2014-03-25,2014,2014,Final,2014-06-05,2014-06-05,9,NA,NA,"$19,500.00",78705,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=676349,676349,NA,RisherMartin Fine Homes,5124959090,78756,NA,NA,No,3108 WHEELER ST
BP,2007-002304 BP,Commercial,C- 101 Single Family Houses,New,No,10701 PECAN PARK BLVD UNIT 1050,New 2 Story Condo W/Att Garage CovD Patio & CovD Porch.,R488961,2007-02-28,2007,2007,Final,2011-02-11,2011-02-11,6,NA,2,"$132,248.00",78750,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=741811,741811,281940,LAKELINE PECAN LLC,5123281111,78746,NA,NA,Yes,10701 PECAN PARK BLVD UNIT 1050
BP,2007-005218 BP,Commercial,C- 101 Single Family Houses,New,No,10701 PECAN PARK BLVD UNIT 6440,New 2 Story Condo W/Att Garage CovD Patio & CovD Porch.,R488961,2007-02-28,2007,2007,Final,2009-11-20,2009-11-20,6,NA,2,"$130,909.00",78750,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=743106,743106,282108,"Metro Engineering, Inc",4023999353,68145,NA,NA,Yes,10701 PECAN PARK BLVD UNIT 6440
BP,2007-002294 BP,Commercial,C- 101 Single Family Houses,New,No,10701 PECAN PARK BLVD UNIT 6220,New 2 Story Condo W/Att Garage CovD Patio & CovD Porch.,R488961,2007-02-28,2007,2007,Final,2008-02-20,2008-02-20,6,NA,2,"$132,248.00",78750,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=741802,741802,281927,"Metro Engineering, Inc",4023999353,68145,NA,NA,Yes,10701 PECAN PARK BLVD UNIT 6220
BP,2006-006361 BP,Residential,R- 101 Single Family Houses,New,No,7001 FRONTERA TRL,S.M.A.R.T. Housing/New One Story Res W/Att Balconies & Stoop ( Urban  Home) ( 2 Bathrooms 5/8 Meter),0307171124,2007-03-23,2007,2007,Final,2008-01-09,2008-01-09,3,NA,1,"$50,000.00",78741,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733510,733510,271324,NA,5127487893,78704,NA,NA,Yes,7001 FRONTERA TRL
BP,2007-002377 BP,Commercial,C- 101 Single Family Houses,New,No,10701 PECAN PARK BLVD UNIT 6430,New 2 Story Condo W/Att Garage CovD Patio & CovD Porch.,R488961,2007-02-28,2007,2007,Final,2009-03-05,2009-03-05,6,NA,2,"$125,370.00",78750,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=741874,741874,282027,"Metro Engineering, Inc",4023999353,68145,NA,NA,Yes,10701 PECAN PARK BLVD UNIT 6430
BP,2007-005197 BP,Commercial,C- 101 Single Family Houses,New,No,10701 PECAN PARK BLVD UNIT 6410,New 2 Story Condo W/Att Garage CovD Patio & CovD Porch.,R488961,2007-02-28,2007,2007,Final,2009-11-24,2009-11-24,6,NA,2,"$125,370.00",78750,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=743090,743090,282035,"Metro Engineering, Inc",4023999353,68145,NA,NA,Yes,10701 PECAN PARK BLVD UNIT 6410
BP,2007-002251 BP,Commercial,C- 101 Single Family Houses,New,No,12705 HINKLE LN,New 2 Story Condo W/Att Garage CovD Patio & CovD Porch.,R489021,2007-02-28,2007,2007,Final,2011-02-10,2011-02-10,6,NA,2,"$123,816.00",78750,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=741779,741779,281890,LAKELINE PECAN LLC,5123281111,78746,NA,NA,Yes,12705 CAYMAN LN
BP,2007-002351 BP,Commercial,C- 101 Single Family Houses,New,No,12801 HINKLE LN,New 2 Story Condo W/Att Garage CovD Patio & CovD Porch.,R489011,2007-02-28,2007,2007,Final,2011-02-10,2011-02-10,6,NA,2,"$133,002.00",78750,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=741855,741855,281998,LAKELINE PECAN LLC,5123281111,78746,NA,NA,Yes,12801 CAYMAN LN
BP,2007-004556 BP,Residential,R- 101 Single Family Houses,New,No,5103 AVENUE G,New Two Story Res W/Att Covered Porch,0223090702,2007-04-12,2007,2007,Final,2008-01-30,2008-01-30,9,NA,2,"$40,353.00",78751,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=742864,742864,283132,Mantissa Construction LLC,5123733888,78756,NA,NA,Yes,5103 AVENUE G
BP,2006-026211 BP,Residential,R- 101 Single Family Houses,New,No,6704 PIXIE CV,New Two Story Res W/Att Garage Covered Porches & Balconies  ( 4 & 2-1/2 bathrooms) (Demolition#                    ) Variance date 12-7-2006. Ordinance #20061207-041. Septic #418665.,0131190105,2007-03-28,2007,2007,Final,2009-07-10,2009-07-10,10,NA,2,"$100,000.00",78746,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=732413,732413,269922,Dalgleish Construction Company,5123468554,78759,NA,NA,Yes,6704 PIXIE CV
BP,2007-005061 BP,Commercial,C- 101 Single Family Houses,New,No,10701 PECAN PARK BLVD UNIT 1220,New 2 Story Condo W/Att Garage CovD Patio & CovD Porch.,R488961,2007-02-28,2007,2007,Final,2011-02-28,2011-02-28,6,NA,2,"$132,248.00",78750,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=743042,743042,281907,LAKELINE PECAN LLC,5123281111,78746,NA,NA,Yes,10701 PECAN PARK BLVD UNIT 1220
BP,2006-024970 BP,Residential,R- 101 Single Family Houses,New,No,716 POST OAK ST,New Three Story Res W/Att Wood Stoop ( 2 & 1/2 Bathrooms),0102010404,2007-03-14,2007,2007,Final,2014-10-17,2014-10-17,9,NA,3,"$225,000.00",78704,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=728788,728788,265124,CCG Development **MAIN**,5126873456,78746,NA,NA,Yes,716 POST OAK ST
BP,2007-002321 BP,Commercial,C- 101 Single Family Houses,New,No,10701 PECAN PARK BLVD UNIT 1060,New 2 Story Condo W/Att Garage CovD Patio & CovD Porch.,R488961,2007-02-28,2007,2007,Final,2009-06-17,2009-06-17,6,NA,2,"$133,002.00",78750,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=741835,741835,281963,"Metro Engineering, Inc",4023999353,68145,NA,NA,Yes,10701 PECAN PARK BLVD UNIT 1060
BP,2007-004945 BP,Commercial,C- 101 Single Family Houses,New,No,10701 PECAN PARK BLVD UNIT 1230,New 2 Story Condo W/Att Garage CovD Patio & CovD Porch.,R488961,2007-02-28,2007,2007,Final,2011-02-25,2011-02-25,6,NA,2,"$129,133.00",78750,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=743001,743001,281876,LAKELINE PECAN LLC,5123281111,78746,NA,NA,Yes,10701 PECAN PARK BLVD UNIT 1230
BP,2007-005209 BP,Commercial,C- 101 Single Family Houses,New,No,12701 HINKLE LN,New 2 Story Condo W/Att Garage CovD Patio & CovD Porch.,R488961,2007-02-28,2007,2007,Final,2009-10-21,2009-10-21,6,NA,2,"$130,909.00",78750,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=743100,743100,282147,"Metro Engineering, Inc",4023999353,68145,NA,NA,Yes,12701 CAYMAN LN
BP,2007-002253 BP,Commercial,C- 101 Single Family Houses,New,No,10701 PECAN PARK BLVD UNIT 1240,New 2 Story Condo W/Att Garage CovD Patio & CovD Porch.,R488961,2007-02-28,2007,2007,Final,2011-02-17,2011-02-17,6,NA,2,"$123,816.00",78750,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=741782,741782,281892,LAKELINE PECAN LLC,5123281111,78746,NA,NA,Yes,10701 PECAN PARK BLVD UNIT 1240
BP,2007-002514 BP,Commercial,C- 101 Single Family Houses,New,No,10701 PECAN PARK BLVD UNIT 1030,New 2 Story Condo W/Att Garage CovD Patio & CovD Porch.,R488961,2007-02-28,2007,2007,Final,2009-07-06,2009-07-06,6,NA,2,"$130,909.00",78750,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=741942,741942,282144,"Metro Engineering, Inc",4023999353,68145,NA,NA,Yes,10701 PECAN PARK BLVD UNIT 1030
BP,2007-002317 BP,Commercial,C- 101 Single Family Houses,New,No,10701 PECAN PARK BLVD UNIT 6420,New 2 Story Condo W/Att Garage CovD Patio & CovD Porch.,R488961,2007-02-28,2007,2007,Final,2011-03-14,2011-03-14,6,NA,2,"$132,248.00",78750,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=741832,741832,281956,LAKELINE PECAN LLC,5123281111,78746,NA,NA,Yes,10701 PECAN PARK BLVD UNIT 6420
BP,2007-002280 BP,Commercial,C- 101 Single Family Houses,New,No,10701 PECAN PARK BLVD UNIT 6450,New 2 Story Condo W/Att Garage CovD Patio & CovD Porch.,R488961,2007-02-28,2007,2007,Final,2009-11-30,2009-11-30,6,NA,2,"$132,248.00",78750,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=741797,741797,281915,"Metro Engineering, Inc",4023999353,68145,NA,NA,Yes,10701 PECAN PARK BLVD UNIT 6450
BP,2007-002308 BP,Commercial,C- 101 Single Family Houses,New,No,12805 HINKLE LN,New 2 Story Condo W/Att Garage CovD Patio & CovD Porch.,R489012,2007-02-28,2007,2007,Final,2011-01-21,2011-01-21,6,NA,2,"$132,248.00",78750,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=741827,741827,281946,LAKELINE PECAN LLC,5123281111,78746,NA,NA,Yes,12805 CAYMAN LN
BP,2007-002380 BP,Commercial,C- 101 Single Family Houses,New,No,10701 PECAN PARK BLVD UNIT 6210,New 2 Story Condo W/Att Garage CovD Patio & CovD Porch.,R488961,2007-02-28,2007,2007,Final,2008-02-20,2008-02-20,6,NA,2,"$125,370.00",78750,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=741877,741877,282031,"Metro Engineering, Inc",4023999353,68145,NA,NA,Yes,10701 PECAN PARK BLVD UNIT 6210
BP,2007-002271 BP,Commercial,C- 101 Single Family Houses,New,No,10701 PECAN PARK BLVD UNIT 1020,New 2 Story Condo W/Att Garage CovD Patio & CovD Porch.,R488961,2007-02-28,2007,2007,Final,2010-09-22,2010-09-22,6,NA,2,"$132,248.00",78750,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=741792,741792,281904,"Metro Engineering, Inc",4023999353,68145,NA,NA,Yes,10701 PECAN PARK BLVD UNIT 1020
BP,2007-002474 BP,Commercial,C- 101 Single Family Houses,New,No,10701 PECAN PARK BLVD UNIT 1040,New 2 Story Condo W/Att Garage CovD Patio & CovD Porch.,R488961,2007-02-28,2007,2007,Final,2008-09-30,2008-09-30,6,NA,2,"$130,909.00",78750,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=741919,741919,282107,"Metro Engineering, Inc",4023999353,68145,NA,NA,Yes,10701 PECAN PARK BLVD UNIT 1040
BP,2007-002480 BP,Commercial,C- 101 Single Family Houses,New,No,12809 HINKLE LN,New 2 Story Condo W/Att Garage CovD Patio & CovD Porch.,R489013,2007-02-28,2007,2007,Final,2009-03-09,2009-03-09,6,NA,2,"$130,909.00",78750,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=741924,741924,282118,"Metro Engineering, Inc",4023999353,68145,NA,NA,Yes,12809 CAYMAN LN
BP,2007-001808 BP,Residential,R- 101 Single Family Houses,New,No,1105 ROBERT E LEE RD,Inground Swimming Pool W/ReqD Enclosure Device For Sf Res,0103060325,2007-01-25,2007,2007,Final,2015-01-08,2015-01-08,5,NA,NA,"$35,000.00",78704,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=741596,741596,281657,Stuart Sampley Architect,5127718856,78704,NA,NA,No,1105 AZIE MORTON RD
BP,2006-013400 BP,Residential,R- 101 Single Family Houses,New,No,1903 PEQUENO ST,New 2-Story Duplex Res Attached Garages Covered Porches.,0232041501,2006-12-29,2006,2007,Final,2010-11-15,2010-11-15,7,NA,NA,NA,78757,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=737887,737887,276830,"Mid City Homes, Inc.",5123734600,78704,NA,NA,Yes,1903 PEQUENO ST
BP,2006-004220 BP,Residential,R- 101 Single Family Houses,New,No,9012 Sun Shower Bnd,New Two Story Res W/Att Garage Coverd Patio & Porch (S.M.A.R.T. Housing Project),0211380206,2006-11-30,2006,2007,Final,2007-04-25,2007-04-25,1,NA,2,"$116,990.00",78724,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=740104,740104,276350,Centex Homes,5127950170,78727,NA,NA,Yes,9012 SUN SHOWER BND
BP,2006-029721 BP,Residential,R- 101 Single Family Houses,New,No,9000 Ipswich Bay Dr,New One Story Sf Res W/Attached Garage W/Covd Porch & Uncovd Patio - **Smart Housing,0338000709,2006-10-31,2006,2007,Final,2007-02-27,2007-02-27,2,NA,1,"$44,793.00",78747,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=742997,742997,276966,KB Home,5126518100,78750,NA,NA,No,9000 IPSWICH BAY DR
BP,2006-008896 BP,Residential,R- 101 Single Family Houses,New,No,7612 MITRA DR,New Two Story Res W/Att Garage Covered Patio & Porch ( 3 & 1/2 Bathrooms 5/8 Meter)**Stratus Bank Bldg Waived Not Trades**,0428550206,2006-11-28,2006,2007,Final,2007-06-19,2007-06-19,8,NA,2,"$251,950.00",78739,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=737577,737577,276364,David Weekley Homes (MAIN),5128218885,78758,NA,NA,Yes,7612 MITRA DR
BP,2006-019026 BP,Residential,R- 101 Single Family Houses,New,No,3816 TRAVIS COUNTRY CIR,Inground Swimming Pool W/ Spa W/ Reqd Enclosure Device For Sf Res,0101251101,2006-10-23,2006,2007,Final,2014-11-12,2014-11-12,8,NA,NA,"$24,000.00",78735,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=750413,750413,277793,"Cody Pools, Inc.  **MAIN",5128354966,78626,NA,NA,No,3816 TRAVIS COUNTRY CIR
BP,2006-007688 BP,Residential,R- 101 Single Family Houses,New,No,7917 BIG VIEW DR,New 1- Stry Boat Dock W/ Two Boat Slips Open Deck Area/Storage Area Only,0135380231,2006-09-13,2006,2006,Final,2015-09-08,2015-09-08,10,NA,NA,NA,78732,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=753669,753669,NA,Classic Docks,5127997566,NA,NA,NA,No,7917 BIG VIEW DR
BP,2006-017151 BP,Residential,R- 101 Single Family Houses,New,No,5357 AGATHA CIR,New 3 Stry Sf Res Wd Deck Brzways CovD Prch Rf Trrce **Smart Housing**,0213330413,2006-08-21,2006,2006,Final,2008-03-03,2008-03-03,1,NA,3,"$130,000.00",78724,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734857,734857,272965,Vicinia Development,5124191820,78724,NA,NA,Yes,5357 AGATHA CIR
BP,2006-003573 BP,Residential,R- 101 Single Family Houses,New,No,3504 WINDSOR RD,Finish Out Permit # 05016796 For Inground Swimming Pool And Spa W/ Reqd Enclosure Device For Sf Res,0118060607,2006-09-11,2006,2006,Final,2013-07-17,2013-07-17,10,NA,NA,"$42,000.00",78703,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736872,736872,275511,"Tri-County Pools Service, LP",5129908899,78728,NA,NA,No,3504 WINDSOR RD
BP,2006-028523 BP,Residential,R- 101 Single Family Houses,New,No,805 River Rd,New 2 Sty Boat Dock 20 X24 One-Slip,0133600110,2006-09-12,2006,2006,Final,2017-11-07,2017-11-07,10,NA,NA,NA,78734,AUSTIN LTD,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736361,736361,NA,Classic Docks,5127997566,NA,NA,NA,No,805 RIVER RD
BP,2006-017857 BP,Residential,R- 101 Single Family Houses,New,No,7320 Jaborandi Dr,New Two Story Res W/Att Garage Covered Patio & Porch ( 3 & 1/2 Bathrooms 3/4 Meter)**Stratus Credit Bank**Bldg Waived Only**,0426550508,2006-07-27,2006,2006,Final,2007-03-20,2007-03-20,8,NA,2,"$128,924.00",78739,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735163,735163,271104,Meritage Homes Corp,5126104868,78759,NA,NA,Yes,7320 JABORANDI DR
BP,2006-017608 BP,Residential,R- 101 Single Family Houses,New,No,2000 Wayward Sun Dr,New Two Story Res W/Att Garage Covered Porch  ( 2 & 1/2 Bathrooms 5/8 Meter),0245301014,2006-07-25,2006,2006,Final,2006-11-16,2006-11-16,1,NA,2,"$105,600.00",78754,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735061,735061,271052,Newmark Homes LLC,5123455147,78734,NA,NA,Yes,2000 WAYWARD SUN DR
BP,2006-017935 BP,Residential,R- 101 Single Family Houses,New,No,2210 White Horse Trl,Finish Out Bldg. Permit For Exst. Permit#05004409 Only,0232030504,2006-07-28,2006,2006,Final,2007-10-07,2007-04-09,7,NA,NA,"$256,500.00",78757,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=735199,735199,NA,Shiloh Hartman Dba Tallstar Construction,5123455533,NA,NA,NA,Yes,2210 WHITE HORSE TRL
BP,2006-012733 BP,Residential,R- 101 Single Family Houses,New,No,2405 S 2nd St,New Two Story Res W/Att Garage & Covered Porch ( 2 & 1/2 Bathrooms 5/8 Meter),0402030802,2006-07-14,2006,2006,Final,2007-02-05,2007-02-05,3,NA,2,"$150,000.00",78704,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734614,734614,271033,Pryne Renovations Llc,5122619223,78704,NA,NA,Yes,2405 S 2ND ST
BP,2006-002209 BP,Residential,R- 101 Single Family Houses,New,No,311 Blackson Ave Unit A,New Two Story Res W/Att Garage & Covered Porch ( 2 & 1/2  Bathrooms 5/8 Meter),0231140906,2006-07-19,2006,2006,Final,2007-02-12,2007-02-12,4,NA,2,"$100,000.00",78752,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733311,733311,271097,"Aries Partners, Inc.",5123581600,78736,NA,NA,Yes,311 BLACKSON AVE UNIT A
BP,2006-029190 BP,Residential,R- 101 Single Family Houses,New,No,6901 Frontera Trl,New One Story Res W/Att Covered Porch & Stoop (Urban Home)  ( 1 Bathroom 5/8 Meter) (S.M.A.Rt Housing),0307171117,2006-07-27,2006,2006,Final,2006-11-17,2006-11-17,3,NA,1,"$44,000.00",78741,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=739623,739623,271323,Austin Habitat For Humanity,5126383601,78704-____,NA,NA,Yes,6901 FRONTERA TRL
BP,2006-028075 BP,Residential,R- 101 Single Family Houses,New,No,3108 Lynnbrook Dr,New Single Story Sf Res Attached Garage. CovD Patio CovD Porch,0432281201,2006-07-28,2006,2006,Final,2007-01-30,2007-01-30,5,NA,1,"$7,286.00",78748,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736142,736142,271218,D R Horton Homes,5125331445,78750,NA,NA,Yes,3108 LYNNBROOK DR
BP,2006-012552 BP,Residential,R- 101 Single Family Houses,New,No,1187 Ridgeway Dr Unit B,New Two Story Res W/Att Garage Covered Patio & Porch (Unit A )  ( 2 & 1/2 Bathrooms 5/8 Meter) ( Demolition #01009523),0209140526,2006-07-18,2006,2006,Final,2007-09-26,2007-03-30,1,NA,2,"$150,000.00",78702,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=763108,763108,270375,"Aries Partners, Inc.",5123581600,78736,NA,NA,Yes,1187 RIDGEWAY DR UNIT B
BP,2006-006715 BP,Residential,R- 101 Single Family Houses,New,No,6613 Quinton Dr,New 2 Story Residence W/Attached Garage Covered Porch & Uncovered Patio. -S.M.A.R.T Housing,0336031808,2006-07-24,2006,2006,Final,2006-10-18,2006-10-18,2,NA,NA,NA,78747,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733648,733648,271497,KB Home,5126518100,78750,NA,NA,Yes,6613 QUINTON DR
BP,2006-026764 BP,Residential,R- 101 Single Family Houses,New,No,3206 Bridle Path,New Two Story Res W/Att Garage Covered Porch & Uncovered Patio ( 4 Bathrooms 3/4 Meter),0116080807,2006-07-20,2006,2006,Final,2007-04-11,2007-04-11,10,NA,2,"$443,000.00",78703,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=746034,746034,270222,NA,5123011856,78749,NA,NA,Yes,3206 BRIDLE PATH
BP,2006-022779 BP,Residential,R- 101 Single Family Houses,New,No,3111 GLENVIEW AVE,Inground Swimming Pool W/Reqd Enclosre Device For Sf Res,0118010709,2006-08-09,2006,2006,Final,2014-02-26,2014-02-26,10,NA,NA,"$30,000.00",78703,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=755251,755251,273903,Mowry Pools,5126330149,78660,NA,NA,No,3111 GLENVIEW AVE
BP,2006-007353 BP,Residential,R- 101 Single Family Houses,New,No,1403 PENNY ST,New One Story Res W/Att Covered Porch ( 2 Bathrooms 5/8 Meter),0211200214,2006-07-17,2006,2006,Final,2007-05-03,2007-05-03,1,NA,1,"$143,855.00",78721,AUSTIN FULL PURPOSE,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=733919,733919,271878,Tilson Home Corp.,5125745417,77007,NA,NA,Yes,1403 PENNY ST
